,filepath,type,id,hog_features,glcm_features
26,../NEU-DET/train/images\crazing\crazing_122.jpg,crazing,122,[0.19013366 0.11225161 0.17460388 ... 0.10584826 0.19484601 0.2310114 ],"[3.33595377e+02 4.71615540e+02 2.94255427e+02 4.04154289e+02
 5.47921288e+02 4.71615540e+02 5.28528939e+02 4.04154289e+02
 7.64310561e+02 8.08376073e+02 7.61446531e+02 7.81361514e+02
 9.24944609e+02 9.29973005e+02 8.31628672e+02 9.20288022e+02
 1.44200000e+01 1.71265625e+01 1.35017085e+01 1.58888412e+01
 1.84808838e+01 1.71265625e+01 1.81654040e+01 1.58888412e+01
 2.18231122e+01 2.24475508e+01 2.18069898e+01 2.20568167e+01
 2.40854427e+01 2.40252418e+01 2.26683073e+01 2.39917632e+01
 6.97868847e-02 5.86407856e-02 7.44866176e-02 6.26349031e-02
 5.40664281e-02 5.86407856e-02 5.55006394e-02 6.26349031e-02
 4.69662123e-02 4.63806608e-02 4.58907117e-02 4.54766914e-02
 4.19102607e-02 4.41186301e-02 4.58232596e-02 4.19075647e-02
 1.62056698e-02 1.51716463e-02 1.66624691e-02 1.55809160e-02
 1.47362279e-02 1.51716463e-02 1.48274476e-02 1.55809160e-02
 1.40441841e-02 1.39175665e-02 1.40283509e-02 1.40048213e-02
 1.37163216e-02 1.37205978e-02 1.39472029e-02 1.37564274e-02
 7.28743881e-01 6.16574435e-01 7.60629825e-01 6.71415444e-01
 5.54370243e-01 6.16574435e-01 5.70014211e-01 6.71415444e-01
 3.78570123e-01 3.42515056e-01 3.80340688e-01 3.64514453e-01
 2.47085701e-01 2.42492488e-01 3.21199684e-01 2.50890649e-01]"
724,../NEU-DET/train/images\pitted_surface\pitted_surface_102.jpg,pitted,102,[0.26335885 0.08168143 0.08321454 ... 0.01354108 0.0931598  0.21851986],"[3.63225879e+01 4.92103482e+01 2.35882663e+01 4.77263200e+01
 7.69441919e+01 4.92103482e+01 5.96314899e+01 4.77263200e+01
 1.12248495e+02 1.14931021e+02 1.01975434e+02 1.08743384e+02
 1.34402031e+02 1.49846849e+02 1.30156563e+02 1.27470507e+02
 4.07670854e+00 4.68172521e+00 3.24278894e+00 4.61129769e+00
 5.73646465e+00 4.68172521e+00 5.04659091e+00 4.61129769e+00
 6.83272959e+00 6.89839986e+00 6.50783163e+00 6.75631941e+00
 7.52375000e+00 7.71155277e+00 7.26364583e+00 7.42560315e+00
 3.03055998e-01 2.81649757e-01 3.48328046e-01 2.82607717e-01
 2.54909722e-01 2.81649757e-01 2.71201007e-01 2.82607717e-01
 2.32837747e-01 2.31132502e-01 2.36029326e-01 2.30641449e-01
 2.16936830e-01 2.17615444e-01 2.22031145e-01 2.13339103e-01
 1.10489155e-01 1.04810020e-01 1.18388090e-01 1.04841785e-01
 9.96165504e-02 1.04810020e-01 1.01247491e-01 1.04841785e-01
 9.47991998e-02 9.41099143e-02 9.41044735e-02 9.31151838e-02
 9.02835139e-02 9.02626601e-02 9.09527717e-02 8.85677368e-02
 9.38045988e-01 9.14672813e-01 9.59242694e-01 9.17248292e-01
 8.68289033e-01 9.14672813e-01 8.95314825e-01 9.17248292e-01
 8.06281274e-01 7.92596687e-01 8.15830568e-01 8.03789845e-01
 7.64483939e-01 7.15025455e-01 7.51798251e-01 7.57279775e-01]"
163,../NEU-DET/train/images\crazing\crazing_3.jpg,crazing,3,[0.19371877 0.24713458 0.14503172 ... 0.1072525  0.03829017 0.19245919],"[2.58639397e+02 3.46099518e+02 2.30870955e+02 3.22390091e+02
 4.05365732e+02 3.46099518e+02 4.04033712e+02 3.22390091e+02
 5.34619031e+02 5.66596408e+02 5.59771403e+02 5.76630988e+02
 6.22200469e+02 6.36643214e+02 5.88051875e+02 6.39270034e+02
 1.26068342e+01 1.45825358e+01 1.18937186e+01 1.40525239e+01
 1.57708333e+01 1.45825358e+01 1.57460354e+01 1.40525239e+01
 1.80828061e+01 1.86374810e+01 1.85528827e+01 1.87535366e+01
 1.95679167e+01 1.98514720e+01 1.90433854e+01 1.98584068e+01
 8.02728349e-02 7.08408279e-02 8.59040455e-02 7.28703323e-02
 6.44806657e-02 7.08408279e-02 6.56075926e-02 7.28703323e-02
 5.74826916e-02 5.58116262e-02 5.47659219e-02 5.57736355e-02
 5.35916650e-02 5.29104217e-02 5.39030933e-02 5.19854898e-02
 1.63411743e-02 1.53837268e-02 1.67528223e-02 1.56237063e-02
 1.49239220e-02 1.53837268e-02 1.48347571e-02 1.56237063e-02
 1.41845567e-02 1.40271330e-02 1.39786259e-02 1.40213098e-02
 1.39376207e-02 1.38159582e-02 1.38500909e-02 1.38054534e-02
 8.83716491e-01 8.44234976e-01 8.96694703e-01 8.54908819e-01
 8.16282550e-01 8.44234976e-01 8.19007710e-01 8.54908819e-01
 7.52807395e-01 7.39889307e-01 7.48379090e-01 7.35348833e-01
 6.99510595e-01 6.95637196e-01 7.34337807e-01 6.95006925e-01]"
738,../NEU-DET/train/images\pitted_surface\pitted_surface_115.jpg,pitted,115,[0.24343345 0.18363241 0.15883233 ... 0.07908128 0.11493264 0.08084403],"[4.99162563e+01 7.29717179e+01 3.51529397e+01 6.50337618e+01
 1.10102348e+02 7.29717179e+01 8.45861364e+01 6.50337618e+01
 1.49780077e+02 1.46476024e+02 1.29105765e+02 1.46902703e+02
 1.46136823e+02 1.46186444e+02 1.37966224e+02 1.48365156e+02
 4.86821608e+00 5.86714982e+00 4.08228643e+00 5.55268806e+00
 7.24325758e+00 5.86714982e+00 6.31032828e+00 5.55268806e+00
 8.53951531e+00 8.41217243e+00 7.86352041e+00 8.43626478e+00
 8.44958333e+00 8.45746094e+00 8.15450521e+00 8.50836965e+00
 2.89866081e-01 2.64042326e-01 3.17515957e-01 2.69654250e-01
 2.36771687e-01 2.64042326e-01 2.53892366e-01 2.69654250e-01
 2.12925345e-01 2.16218674e-01 2.28227352e-01 2.16806238e-01
 2.14705322e-01 2.14742054e-01 2.22944683e-01 2.14579776e-01
 1.30847936e-01 1.24341492e-01 1.39839936e-01 1.25328705e-01
 1.15304304e-01 1.24341492e-01 1.20459945e-01 1.25328705e-01
 1.08052633e-01 1.09038244e-01 1.14056848e-01 1.10132107e-01
 1.08267760e-01 1.09471727e-01 1.13415451e-01 1.08744648e-01
 8.36218010e-01 7.59869766e-01 8.84599523e-01 7.85974667e-01
 6.38442304e-01 7.59869766e-01 7.21814088e-01 7.85974667e-01
 5.07710103e-01 5.15770853e-01 5.73466578e-01 5.14181454e-01
 5.19188483e-01 5.11432361e-01 5.38493295e-01 5.04426695e-01]"
1116,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_24.jpg,rolled-in,24,[0.20822228 0.19604995 0.08073574 ... 0.07364243 0.11544934 0.09541465],"[6.34603518e+01 9.97182647e+01 9.29510804e+01 1.00999646e+02
 8.73276515e+01 9.97182647e+01 1.39194470e+02 1.00999646e+02
 1.36232066e+02 1.80398954e+02 1.93454617e+02 1.84841145e+02
 2.11238724e+02 2.49736290e+02 2.69665781e+02 2.48773860e+02
 6.32487437e+00 7.87896770e+00 7.60092965e+00 7.92805737e+00
 7.37467172e+00 7.87896770e+00 9.17618687e+00 7.92805737e+00
 9.16762755e+00 1.03833389e+01 1.07008418e+01 1.05035430e+01
 1.13687240e+01 1.21974971e+01 1.26365625e+01 1.22104102e+01
 1.46295813e-01 1.21250021e-01 1.25637337e-01 1.23164342e-01
 1.28415938e-01 1.21250021e-01 1.08289512e-01 1.23164342e-01
 1.05794865e-01 9.61485532e-02 9.50120192e-02 9.58352495e-02
 8.90419731e-02 8.29855868e-02 8.19190256e-02 8.32827682e-02
 3.06285169e-02 2.79647924e-02 2.83415916e-02 2.78674859e-02
 2.86994977e-02 2.79647924e-02 2.65019809e-02 2.78674859e-02
 2.62281684e-02 2.51306023e-02 2.50142153e-02 2.50660017e-02
 2.41735760e-02 2.37088129e-02 2.36031329e-02 2.36886526e-02
 8.52793159e-01 7.68691125e-01 7.83980140e-01 7.65727659e-01
 7.97793519e-01 7.68691125e-01 6.76710271e-01 7.65727659e-01
 6.85700482e-01 5.83528649e-01 5.51402025e-01 5.73390936e-01
 5.15155051e-01 4.27177373e-01 3.75507857e-01 4.29732431e-01]"
1052,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_182.jpg,rolled-in,182,[0.13933593 0.09798633 0.23026148 ... 0.15136937 0.03738541 0.0805906 ],"[8.56648241e+01 1.48290018e+02 1.36702663e+02 1.46554531e+02
 1.26045227e+02 1.48290018e+02 2.08166566e+02 1.46554531e+02
 2.11566020e+02 2.66346363e+02 2.71772934e+02 2.75435492e+02
 3.36440391e+02 3.58650733e+02 3.72408828e+02 3.68263046e+02
 7.32864322e+00 9.55241029e+00 9.16517588e+00 9.47895255e+00
 8.87441919e+00 9.55241029e+00 1.11219192e+01 9.47895255e+00
 1.13255612e+01 1.25176634e+01 1.26576276e+01 1.27966709e+01
 1.41777865e+01 1.45434956e+01 1.47564323e+01 1.48437666e+01
 1.30290791e-01 1.01981658e-01 1.06088413e-01 1.03137530e-01
 1.08752850e-01 1.01981658e-01 9.10874711e-02 1.03137530e-01
 8.96876066e-02 8.27995886e-02 8.07067817e-02 8.13419617e-02
 7.26224903e-02 7.04975473e-02 7.16261803e-02 6.96048071e-02
 2.63478663e-02 2.37051817e-02 2.41116831e-02 2.37998605e-02
 2.43198928e-02 2.37051817e-02 2.23871149e-02 2.37998605e-02
 2.21812948e-02 2.14116830e-02 2.13551951e-02 2.11918967e-02
 2.03690702e-02 2.02992348e-02 2.03350819e-02 2.00987015e-02
 8.69814327e-01 7.74683217e-01 7.91737783e-01 7.77318295e-01
 8.08975067e-01 7.74683217e-01 6.83320000e-01 7.77318295e-01
 6.81189361e-01 5.98560599e-01 5.87154126e-01 5.84885426e-01
 4.97291946e-01 4.62750462e-01 4.33926460e-01 4.48501177e-01]"
637,../NEU-DET/train/images\patches\patches_240.jpg,patches,240,[0.2288376  0.2288376  0.16347894 ... 0.0512955  0.03874555 0.06861919],"[1.94480905e+02 2.61630792e+02 1.67602211e+02 2.36313957e+02
 3.28936515e+02 2.61630792e+02 2.96423561e+02 2.36313957e+02
 4.61822423e+02 4.80755237e+02 4.40048776e+02 4.84004071e+02
 6.52620651e+02 6.52719524e+02 6.12272266e+02 6.97868902e+02
 1.07650251e+01 1.24637004e+01 9.94954774e+00 1.17851317e+01
 1.38802020e+01 1.24637004e+01 1.32295707e+01 1.17851317e+01
 1.62816582e+01 1.66558273e+01 1.60223469e+01 1.67382824e+01
 1.90912760e+01 1.91887023e+01 1.85822135e+01 1.96200978e+01
 9.70971050e-02 8.62492950e-02 1.05846784e-01 9.17613184e-02
 7.74013804e-02 8.62492950e-02 8.24801396e-02 9.17613184e-02
 6.76859042e-02 6.50440203e-02 6.89860832e-02 6.57446548e-02
 5.86769996e-02 6.00263391e-02 6.02199409e-02 5.77035431e-02
 1.72932965e-02 1.61544893e-02 1.79240409e-02 1.65957549e-02
 1.54707427e-02 1.61544893e-02 1.57152898e-02 1.65957549e-02
 1.44772375e-02 1.43524682e-02 1.44599546e-02 1.43030000e-02
 1.36460445e-02 1.36067853e-02 1.37055389e-02 1.36031139e-02
 9.24436658e-01 8.98119174e-01 9.35365246e-01 9.07960839e-01
 8.70824668e-01 8.98119174e-01 8.85405425e-01 9.07960839e-01
 8.15004382e-01 8.07843294e-01 8.29121869e-01 8.06411615e-01
 7.32172298e-01 7.31160346e-01 7.60329841e-01 7.11919936e-01]"
45,../NEU-DET/train/images\crazing\crazing_14.jpg,crazing,14,[0.24635197 0.15836711 0.17646559 ... 0.16918658 0.14459403 0.04876833],"[3.10063015e+02 4.06800838e+02 2.60435302e+02 3.80246054e+02
 5.05699394e+02 4.06800838e+02 4.59544823e+02 3.80246054e+02
 6.87932194e+02 6.96660929e+02 6.63742117e+02 7.06583215e+02
 7.93325234e+02 7.78740382e+02 7.23281693e+02 7.78297162e+02
 1.38386935e+01 1.58182369e+01 1.26574623e+01 1.52967349e+01
 1.76304545e+01 1.58182369e+01 1.68281566e+01 1.52967349e+01
 2.05454592e+01 2.07571440e+01 2.02774745e+01 2.08701590e+01
 2.22359635e+01 2.20222925e+01 2.10809635e+01 2.19540865e+01
 7.31445315e-02 6.55228421e-02 8.01293746e-02 6.61214258e-02
 5.86271570e-02 6.55228421e-02 6.09922358e-02 6.61214258e-02
 4.97310750e-02 4.86137779e-02 5.02880744e-02 4.92758879e-02
 4.57778881e-02 4.72354836e-02 4.82781854e-02 4.71593949e-02
 1.42811957e-02 1.34670000e-02 1.48186154e-02 1.36616563e-02
 1.29039539e-02 1.34670000e-02 1.30850486e-02 1.36616563e-02
 1.21693968e-02 1.20898105e-02 1.21896740e-02 1.21148136e-02
 1.18069166e-02 1.18578452e-02 1.20240328e-02 1.18228005e-02
 8.56321620e-01 8.11647747e-01 8.79661141e-01 8.23938884e-01
 7.65060822e-01 8.11647747e-01 7.87844155e-01 8.23938884e-01
 6.78822958e-01 6.76452970e-01 6.94163612e-01 6.71846731e-01
 6.26779581e-01 6.37274211e-01 6.68084885e-01 6.37274314e-01]"
457,../NEU-DET/train/images\inclusion\inclusion_79.jpg,inclusion,79,[0.26198965 0.14343988 0.07689709 ... 0.02375687 0.09258921 0.03359728],"[ 2.9370603   4.64713012  2.63226131  4.22476705  6.95171717  4.64713012
  4.67176768  4.22476705 13.95020408 11.86327914  6.07931122 10.99618645
 23.43067708 19.69422893  8.83231771 20.24487193  1.18982412  1.57038964
  1.14829146  1.49943183  1.88424242  1.57038964  1.60636364  1.49943183
  2.5755102   2.41438842  1.82839286  2.34891391  3.33078125  2.98931874
  2.15929688  3.11127644  0.56163191  0.4749782   0.56295507  0.48567571
  0.4346606   0.4749782   0.46077024  0.48567571  0.36870153  0.37877955
  0.4274473   0.38133373  0.30798049  0.34351643  0.39180677  0.32138495
  0.10019902  0.08748958  0.09979069  0.08906023  0.08201678  0.08748958
  0.08528698  0.08906023  0.07359008  0.07524575  0.08108897  0.0755313
  0.06712169  0.07106515  0.07656412  0.06800772  0.98497928  0.97620224
  0.98671121  0.9783678   0.9639441   0.97620224  0.97639062  0.9783678
  0.92571469  0.93740436  0.96922317  0.94203294  0.86915055  0.89160136
  0.95515841  0.88898785]"
1710,../NEU-DET/validation/images\rolled-in_scale\rolled-in_scale_271.jpg,rolled-in,271,[0.12826402 0.11918461 0.10522523 ... 0.13721743 0.06601257 0.04452339],"[4.41899749e+01 8.03775410e+01 7.00169598e+01 7.47914699e+01
 6.81045960e+01 8.03775410e+01 1.03968308e+02 7.47914699e+01
 1.09452219e+02 1.31557886e+02 1.30197347e+02 1.26748538e+02
 1.49815911e+02 1.54707753e+02 1.60486354e+02 1.52365368e+02
 5.22293970e+00 7.03131234e+00 6.54796482e+00 6.78086412e+00
 6.50282828e+00 7.03131234e+00 7.94694444e+00 6.78086412e+00
 8.16135204e+00 8.91478781e+00 8.85918367e+00 8.77183128e+00
 9.52179688e+00 9.71535232e+00 9.85546875e+00 9.61231268e+00
 1.80888377e-01 1.39021428e-01 1.47843118e-01 1.43310932e-01
 1.46220959e-01 1.39021428e-01 1.25699850e-01 1.43310932e-01
 1.22810935e-01 1.10615839e-01 1.13250342e-01 1.14584232e-01
 1.05858523e-01 1.03710616e-01 1.02610744e-01 1.04965324e-01
 4.09690067e-02 3.61499844e-02 3.72327603e-02 3.66789035e-02
 3.73350708e-02 3.61499844e-02 3.46275569e-02 3.66789035e-02
 3.43232425e-02 3.32282351e-02 3.32807916e-02 3.34647633e-02
 3.25558227e-02 3.23078193e-02 3.21614267e-02 3.25804924e-02
 8.45028422e-01 7.18293810e-01 7.55281107e-01 7.37873250e-01
 7.60327419e-01 7.18293810e-01 6.36699857e-01 7.37873250e-01
 6.12093431e-01 5.35425640e-01 5.44421364e-01 5.52536750e-01
 4.64463579e-01 4.46725104e-01 4.36718516e-01 4.55572931e-01]"
915,../NEU-DET/train/images\pitted_surface\pitted_surface_59.jpg,pitted,59,[0.24750189 0.03090869 0.13620543 ... 0.10468674 0.07565925 0.1202554 ],"[1.51427814e+02 2.28028939e+02 1.09739322e+02 2.03786773e+02
 3.59916162e+02 2.28028939e+02 2.78221465e+02 2.03786773e+02
 5.13859872e+02 4.97567832e+02 4.30431148e+02 5.00422582e+02
 5.93478359e+02 5.59834573e+02 4.63112656e+02 5.52570039e+02
 9.40097990e+00 1.15372844e+01 7.93695980e+00 1.08800283e+01
 1.45287879e+01 1.15372844e+01 1.26588384e+01 1.08800283e+01
 1.73522704e+01 1.70436754e+01 1.57890561e+01 1.70873251e+01
 1.88031510e+01 1.81436391e+01 1.62885938e+01 1.80132852e+01
 1.19678377e-01 1.01728982e-01 1.41733278e-01 1.05850165e-01
 8.11900810e-02 1.01728982e-01 9.36064085e-02 1.05850165e-01
 6.73045258e-02 7.09017090e-02 7.51128521e-02 7.03308451e-02
 6.07193702e-02 6.35070699e-02 7.44980685e-02 6.49634532e-02
 2.11551746e-02 1.93338699e-02 2.31040090e-02 1.99642005e-02
 1.75014848e-02 1.93338699e-02 1.86939483e-02 1.99642005e-02
 1.62805775e-02 1.63472139e-02 1.69483679e-02 1.64342042e-02
 1.54169856e-02 1.57968340e-02 1.67844451e-02 1.59638895e-02
 9.00034589e-01 8.49360264e-01 9.27724668e-01 8.65380379e-01
 7.61832329e-01 8.49360264e-01 8.16684871e-01 8.65380379e-01
 6.57948538e-01 6.69397005e-01 7.16263685e-01 6.67600244e-01
 6.01138582e-01 6.24874152e-01 6.95461801e-01 6.29902404e-01]"
1206,../NEU-DET/train/images\scratches\scratches_104.jpg,scratches,104,[0.23264368 0.2080678  0.04765543 ... 0.02248408 0.05175605 0.11896385],"[2.48387688e+01 4.86394535e+01 3.53383668e+01 5.17016489e+01
 4.75761111e+01 4.86394535e+01 1.03824520e+02 5.17016489e+01
 6.81333673e+01 1.96778737e+02 2.84415918e+02 2.14700508e+02
 9.40938281e+01 4.88355484e+02 6.60803542e+02 5.32608115e+02
 3.46439698e+00 4.55147597e+00 3.69163317e+00 4.67404864e+00
 4.80575758e+00 4.55147597e+00 5.96255051e+00 4.67404864e+00
 5.77591837e+00 8.02679791e+00 8.85647959e+00 8.17769074e+00
 6.78690104e+00 1.17495749e+01 1.29489583e+01 1.20488628e+01
 2.86475549e-01 2.41300393e-01 2.97802510e-01 2.38607702e-01
 2.20659789e-01 2.41300393e-01 2.14697980e-01 2.38607702e-01
 1.89736497e-01 1.76800535e-01 1.82823983e-01 1.76591328e-01
 1.65007259e-01 1.47005905e-01 1.62152391e-01 1.49737163e-01
 5.74372903e-02 5.27495915e-02 5.94035104e-02 5.21506626e-02
 4.97104250e-02 5.27495915e-02 4.97332762e-02 5.21506626e-02
 4.59866060e-02 4.48976618e-02 4.58115573e-02 4.51292519e-02
 4.32447026e-02 4.17403678e-02 4.32169481e-02 4.19193447e-02
 9.83063854e-01 9.66986230e-01 9.76056890e-01 9.64907812e-01
 9.67524946e-01 9.66986230e-01 9.29979095e-01 9.64907812e-01
 9.53440498e-01 8.67445792e-01 8.09949253e-01 8.55372968e-01
 9.35685838e-01 6.75305621e-01 5.66532286e-01 6.45859066e-01]"
893,../NEU-DET/train/images\pitted_surface\pitted_surface_39.jpg,pitted,39,[0.22396888 0.08061608 0.20497964 ... 0.24255535 0.09403054 0.08057608],"[1.61864271e+02 2.12647105e+02 1.12101181e+02 2.22366834e+02
 3.31428965e+02 2.12647105e+02 2.64940530e+02 2.22366834e+02
 3.70991964e+02 3.65603339e+02 3.48063444e+02 3.64543508e+02
 3.56670391e+02 3.64603172e+02 3.46181719e+02 3.69212828e+02
 1.00362814e+01 1.15195071e+01 8.29087940e+00 1.17869498e+01
 1.44657323e+01 1.15195071e+01 1.28666919e+01 1.17869498e+01
 1.53228316e+01 1.52098740e+01 1.47877806e+01 1.51536242e+01
 1.49991406e+01 1.51145977e+01 1.47634896e+01 1.52426932e+01
 1.02036144e-01 8.72779283e-02 1.22576083e-01 8.76439274e-02
 6.89610202e-02 8.72779283e-02 7.95024395e-02 8.76439274e-02
 6.63623999e-02 6.70570461e-02 6.86079177e-02 6.67516159e-02
 6.73252997e-02 6.88365968e-02 6.87666034e-02 6.78055290e-02
 2.53958149e-02 2.40589935e-02 2.75013515e-02 2.38425763e-02
 2.24424990e-02 2.40589935e-02 2.32204762e-02 2.38425763e-02
 2.21625982e-02 2.21696336e-02 2.23241179e-02 2.22839969e-02
 2.22961916e-02 2.23903185e-02 2.23378534e-02 2.22797434e-02
 6.67062805e-01 5.62077154e-01 7.69912685e-01 5.42077483e-01
 3.15941486e-01 5.62077154e-01 4.55365692e-01 5.42077483e-01
 2.30180358e-01 2.39679745e-01 2.82821635e-01 2.42174584e-01
 2.55352738e-01 2.35211745e-01 2.83168182e-01 2.26419152e-01]"
859,../NEU-DET/train/images\pitted_surface\pitted_surface_224.jpg,pitted,224,[0.23535381 0.13872373 0.23535381 ... 0.11053385 0.25524651 0.19614737],"[1.27087186e+01 2.45259968e+01 1.36600503e+01 2.08231610e+01
 3.60782828e+01 2.45259968e+01 3.64136364e+01 2.08231610e+01
 7.34459694e+01 7.31240434e+01 6.35163265e+01 6.97218429e+01
 9.85043750e+01 9.44630673e+01 7.50303385e+01 9.31841854e+01
 2.61886935e+00 3.67445267e+00 2.70804020e+00 3.38006616e+00
 4.44590909e+00 3.67445267e+00 4.45333333e+00 3.38006616e+00
 6.40015306e+00 6.39658327e+00 5.89285714e+00 6.22641655e+00
 7.55697917e+00 7.35976193e+00 6.39289063e+00 7.28217664e+00
 3.47685704e-01 2.71873863e-01 3.42095902e-01 2.85756262e-01
 2.33896637e-01 2.71873863e-01 2.36280652e-01 2.85756262e-01
 1.70026376e-01 1.72636901e-01 1.90839516e-01 1.76098636e-01
 1.39258404e-01 1.46165889e-01 1.76808253e-01 1.46442758e-01
 4.34704010e-02 3.66557613e-02 4.22585877e-02 3.78927060e-02
 3.35087023e-02 3.66557613e-02 3.34718293e-02 3.78927060e-02
 2.80430368e-02 2.80475024e-02 2.95174889e-02 2.84278354e-02
 2.54623253e-02 2.59227949e-02 2.81796946e-02 2.60231960e-02
 9.92617535e-01 9.85755648e-01 9.92112158e-01 9.87906020e-01
 9.78925785e-01 9.85755648e-01 9.78973691e-01 9.87906020e-01
 9.56605619e-01 9.57061056e-01 9.63326267e-01 9.59051706e-01
 9.40175272e-01 9.43456879e-01 9.56721029e-01 9.44204953e-01]"
1178,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_8.jpg,rolled-in,8,[0.2464569  0.09847391 0.11554739 ... 0.10614123 0.10866471 0.14601597],"[6.15556281e+01 1.05074493e+02 9.23438191e+01 1.00400217e+02
 9.36475253e+01 1.05074493e+02 1.50992778e+02 1.00400217e+02
 1.61141760e+02 2.19798938e+02 2.28301658e+02 2.08664099e+02
 2.67334766e+02 2.95582395e+02 3.11339453e+02 3.00663912e+02
 6.17718593e+00 8.03143860e+00 7.51226131e+00 7.83654453e+00
 7.60545455e+00 8.03143860e+00 9.49449495e+00 7.83654453e+00
 9.91966837e+00 1.14916901e+01 1.16620153e+01 1.11753717e+01
 1.27974740e+01 1.33899192e+01 1.36073698e+01 1.34730311e+01
 1.53650141e-01 1.20827423e-01 1.28617904e-01 1.24648237e-01
 1.28525247e-01 1.20827423e-01 1.05874813e-01 1.24648237e-01
 1.01346646e-01 8.88332040e-02 8.71340222e-02 9.10539977e-02
 7.96156860e-02 7.61989210e-02 7.63054847e-02 7.62834867e-02
 2.95189242e-02 2.63338992e-02 2.71347885e-02 2.65461421e-02
 2.69909511e-02 2.63338992e-02 2.46391220e-02 2.65461421e-02
 2.39797682e-02 2.27443404e-02 2.27618718e-02 2.30156587e-02
 2.17006319e-02 2.15359084e-02 2.16453721e-02 2.15550934e-02
 8.89370619e-01 8.11074634e-01 8.33641986e-01 8.19481815e-01
 8.32073191e-01 8.11074634e-01 7.27592052e-01 8.19481815e-01
 7.12313692e-01 6.05465023e-01 5.87345424e-01 6.25511497e-01
 5.27475490e-01 4.72141701e-01 4.37439590e-01 4.63273463e-01]"
1240,../NEU-DET/train/images\scratches\scratches_135.jpg,scratches,135,[0.24188416 0.11227043 0.24188416 ... 0.04420189 0.11471415 0.06404317],"[3.92754271e+01 5.01541123e+01 1.20334925e+01 4.42213328e+01
 1.20341439e+02 5.01541123e+01 3.03335101e+01 4.42213328e+01
 3.14755332e+02 2.35975882e+02 5.89755357e+01 2.30459481e+02
 7.04255234e+02 5.39925125e+02 9.48742708e+01 5.26266660e+02
 3.21216080e+00 3.81694907e+00 2.12500000e+00 3.60362112e+00
 5.36507576e+00 3.81694907e+00 3.26522727e+00 3.60362112e+00
 8.51181122e+00 7.54459017e+00 4.39497449e+00 7.41549641e+00
 1.33848177e+01 1.16115953e+01 5.57661458e+00 1.13810182e+01
 3.82819769e-01 3.26372155e-01 4.33457939e-01 3.38534339e-01
 2.83798278e-01 3.26372155e-01 3.30427009e-01 3.38534339e-01
 2.24933652e-01 2.34752374e-01 2.79796049e-01 2.36150575e-01
 1.74543038e-01 1.90679556e-01 2.32261634e-01 1.84315934e-01
 6.18243230e-02 5.58728985e-02 6.71185222e-02 5.74178867e-02
 5.10885173e-02 5.58728985e-02 5.61764376e-02 5.74178867e-02
 4.42343849e-02 4.57334166e-02 5.07895991e-02 4.58972905e-02
 3.79654723e-02 4.02769762e-02 4.61423098e-02 3.99677361e-02
 9.78276640e-01 9.72174740e-01 9.93298434e-01 9.75466519e-01
 9.33694331e-01 9.72174740e-01 9.83051479e-01 9.75466519e-01
 8.27923153e-01 8.69189833e-01 9.66818448e-01 8.72260876e-01
 6.21247323e-01 7.01318331e-01 9.46076310e-01 7.08992705e-01]"
1553,../NEU-DET/validation/images\inclusion\inclusion_294.jpg,inclusion,294,[0.24571882 0.13387433 0.08355737 ... 0.01439396 0.18530874 0.06437174],"[ 3.55439698  5.13797631  3.00821608  5.54339537  8.27489899  5.13797631
  5.37199495  5.54339537 16.20867347 14.09948723  7.81548469 13.59182148
 27.11630208 24.94008396 11.44263021 22.16061749  1.31922111  1.66195298
  1.25419598  1.74197621  2.04929293  1.66195298  1.74669192  1.74197621
  2.78270408  2.67265325  2.09732143  2.60462779  3.61734375  3.52856308
  2.49799479  3.25191306  0.52832056  0.45355385  0.53229073  0.43784698
  0.40401205  0.45355385  0.43038143  0.43784698  0.33419869  0.33817843
  0.38289594  0.3463527   0.27609364  0.2744844   0.34217995  0.29998087
  0.08228591  0.07401199  0.08478951  0.07212104  0.0672084   0.07401199
  0.07162413  0.07212104  0.05922216  0.05985913  0.06563416  0.06084681
  0.05268056  0.05295622  0.06082516  0.05564285  0.98512994  0.97844078
  0.98744745  0.97673701  0.96519424  0.97844078  0.97751637  0.97673701
  0.93111144  0.9398645   0.96709873  0.94197113  0.88237069  0.89118727
  0.95129458  0.90289003]"
